"review_title","review_text","review_star","veri","revdate","nhelpful1","page_num"
"







  
  
    Small canisters but great for routine cleaning.
  
","









  
  
    
  Wish this had more power when it came to textured floors. Also what I wouldn't give to have bigger water canisters. Seems like every 2 mins it needs something.

  
","4.0 out of 5 stars","1","April 14, 2021",NA,"150"
"







  
  
    Waste of money
  
","









  
  
    
  I was so excited for this but stopped working less then a month of having it.Just purchased another one from Best buy and same issue water leaves streaks on floor once it dries you can’t get close enough to the edge of the wall. This will be my 2nd one returning.Waste of money for me

  
","1.0 out of 5 stars","1","February 26, 2022",NA,"150"
"







  
  
    Could be better
  
","









  
  
    
  I only had it for one month and it is not working, water pouring out of it when start. And it keeps saying empty water canister when there is not even water in it !!

  
","1.0 out of 5 stars","1","March 1, 2022","1","150"
"







  
  
    Cutting down on my cleaning time.
  
","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    

   No more sweeping and mopping!!! Picks up EVERYTHING cereal, rice, dirt, dog hair, doesn’t leave floors sticky or with any residue. 3 kids and 2 dogs I use my Tineco at least twice daily. I was skeptical when I bough it now I don’t know how I ever lived without it!

  
","5.0 out of 5 stars","1","April 30, 2021",NA,"150"
"







  
  
    Do yourself a favor- buy this!
  
","









  
  
    
  I was hesitant to purchase this item. Figured tried and true mop and bucket did the trick. I was so wrong. It gets my floors so clean in half the time. It's also sickly satifying to see all the dust, dirt, and grime it picks up in the collecting chamber. Do yourself a favor and just get this!

  
","5.0 out of 5 stars","1","August 13, 2021",NA,"150"
"







  
  
    Love!
  
","









  
  
    
  Incredible. Especially if you have littles who are constantly leaving crumbs behind. I recommend this to everyone. Like others said though it’s doesn’t replace a mop, as there is no scrubbing in it. So like stuck on gunk will not come up with this. But for everything else it’s amazing. Love love love it.

  
","5.0 out of 5 stars","1","February 14, 2021",NA,"150"
"







  
  
    Great device a must buy.
  
","









  
  
    
  This product is a must buy for convenience of not having to sweep and mop which takes a tremendous amount of time. Compared this to a Dyson vacuum and a steam mop my wife uses. This is a much more compact device. The battery life is excellent and will literally clean almost 1500 sq feet with ease even in maximum setting a Dyson battery will give out way before that and thats just vacuuming. I highly recommend this even though it's price is a little high. It's well built and works as advertised.

  
","5.0 out of 5 stars","1","October 29, 2020",NA,"150"
"







  
  
    Cuts my floor-cleaning time in half!
  
","









  
  
    
  I LOVE this thing! It is so easy to use AND clean. It is nice to have something that vacuums and washes and my floors look and smell amazing when I'm done!

  
","5.0 out of 5 stars","1","July 16, 2021",NA,"150"
"







  
  
    Makes cleaning my floors so much easier.
  
","









  
  
    
  I was concerned about a wet/dry vacuum leaving too much water on my new laminate flooring so it took me awhile to finally get one. I've found that my mop actually leaves lots more water than my tineco. By the time I finish mopping a room, the other side is already dry. I really like that I'm always mopping with clean water. Since only a cap full of cleaner is needed, the bottle is going to last a long time.

  
","5.0 out of 5 stars","1","July 24, 2021",NA,"150"
"







  
  
    Love it!
  
","









  
  
    
  I LOVE LOVE LOVE this cleaner. The first time I used it I could see how much my old cleaner left behind, it was gross. Its so easy to take apart to clean (in between self cleans I have to help dehair it)and helps so much with the dog hair and kid food spills. So glad I purchased

  
","5.0 out of 5 stars","1","August 15, 2021",NA,"150"
"







  
  
    Not enough cleaning
  
","









  
  
    
  I just didn't like how it works.  Returned.

  
","2.0 out of 5 stars","1","November 11, 2021",NA,"254"
"







  
  
    Works okay for a few months and then breaks. Twice
  
","









  
  
    
  Had to have it replaced once but customer service was good and took care of the replacement. Cleans well, leaves more cleaning solution on the floor than you would like...

  
","3.0 out of 5 stars","1","July 28, 2021",NA,"254"
"







  
  
    Review
  
","









  
  
    
  Only thing I dont like is how it doesn't get close to the baseboards. There is about an inch that you can see it doesn't get the dust. But overall love the quick and easiness of it! I use it atleast twice a week!

  
","5.0 out of 5 stars","1","April 12, 2021",NA,"254"
"







  
  
    I am IN LOVE with my Tineco!
  
","









  
  
    
  Easy to use, easy to clean, does an amazing job.

  
","5.0 out of 5 stars","1","June 2, 2021",NA,"254"
"







  
  
    Awesome!!!
  
","









  
  
    
  So easy to use and cleans fantastically. Love it!

  
","5.0 out of 5 stars","1","November 27, 2020",NA,"254"
"







  
  
    AMAZING
  
","









  
  
    
  This has been the best purchase my husband has EVER bought me. I have never had cleaner floors in my life. Thanks to tik tok for forcing me to want this rather than the cross wave!!!!

  
","5.0 out of 5 stars","1","April 6, 2021",NA,"254"
"







  
  
    One stop shop
  
","









  
  
    
  Amazing,  exactly what I was looking for

  
","5.0 out of 5 stars","1","February 7, 2021",NA,"254"
"







  
  
    Better than bissell
  
","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    

   This product is amazing. 10/10

  
","5.0 out of 5 stars","1","October 18, 2020",NA,"254"
"







  
  
    It stop working done waist your money
  
","









  
  
    
  After a few month of normal used .. it stop working .. don’t waist your money !

  
","1.0 out of 5 stars","1","January 2, 2021","1","254"
"







  
  
    Best thing since sliced bread
  
","









  
  
    
  I have 2 dogs that shed and a messy 4 year old and after lots of research I broke down and finally bought a tineco. My bucket, mop and ocedar push mop were no cutting it. I’m beyond satisfied!

  
","5.0 out of 5 stars","1","October 22, 2020",NA,"254"
"







  
  
    The tineco basically does it all!
  
","









  
  
    
  I am so happy I bought this! The main floor of my house is tile and wood and keeping up with the mopping and sweeping was near impossible. I have 3 dogs, a toddler and I am pregnant with my second and I am a bit of a clean freak. The tineco is so easy to maneuver even with all the chaos in my house. The fact that this will sweep AND mop is amazing! It saves me so much time and helps me know when I use this im actually deep cleaning, because it will tell you when there is a spot that needs more attention and it will adjust the suction power and the amount of water it uses. It sweeps, mops, drys, and has a self clean mode. This product is absolutely amazing!

  
","5.0 out of 5 stars","1","February 22, 2021","2","28"
"







  
  
    Didn't impress. Leaks dirty water
  
","









  
  
    
  I was so excited about this and willing to spend that much money but was very disappointed. My first observation was that it doesn’t really clean the floors well even on the turbo mode. I had a drip of dirty water on the ground that could’ve been easily wiped up and I had to pass over it so many times to get it cleaned up. Then I realized how fast the battery dies so I feel rushed every time to do three rooms before it dies. Meanwhile I’m having to empty the dirty water canister and refill the clean several times because the canisters only hold a tiny bit of water. Each time you empty it makes a mess, even when you’re careful. They didn’t make emptying it easy and it leaks so much dirty water as you take it off the vacuum. Once the canister is full and it shuts off it leaks more dirty water on the floor (as seen in my picture). Overall I’m just really bummed I spent that amount of money on something that creates more work than it saves. I feel like the videos I saw of it before buying were not accurate at all.

  
","1.0 out of 5 stars","1","November 2, 2021",NA,"28"
"







  
  
    DOG MOMS DO NOT BUY---IF YOU HAVE KIDS, YES!
  
","









  
  
    
  We have 3 dogs (2 mini Aussies and a corgi mix) and lemme tell ya---they shed like a SOB. I decided to give this vacuum a try because of all the hype. For OUR situation it is not ideal. The fan blows near the bottom so before you can suck up the hair it blows it around the room. The roller is a soft terry cloth material, it needs to be more abrasive to grab dog hair. Also, the dirty water tank got clogged within the first 10 mins of using it. Sorry, its just not made for pet owners.IF YOU HAVE KIDS and no dogs that shed---you are gonna love this. It performs amazing to clean the floor and suck up dirt or stuck on gunk. We do not have kids, only dogs so this isn't great for our situation but I would 100% recommend this for parents with young children.The machine overall is sleek and easy to use. It took minutes to set up and was even charged enough for me to try the day I got it. I wish this worked out but we just need a regular vacuum so we are going to pull the trigger on a Dyson.

  
","3.0 out of 5 stars","1","August 7, 2021","1","28"
"







  
  
    Sooooooo Much Better than using a sponge mop!
  
","









  
  
    
  I fired this baby up yesterday.  Absolutely no buyers regret on my part.  It pulls up a lot of dirt (I have 3,000 s.f. of tile flooring) - you can see the filth in the dirty water tank.  We've sponge mopped the floor for years.  Last month our granddaughter was here - 11 months and still crawling - and I was embarrassed at the dirt on her clothing at her feet and knees - and I had just mopped the floor before she came. This gets up more dirt, for sure. Well engineered.  Easy to maneuver. Lightweight so easy to pick up. simple operation.  simple refill, dump and has a nice self-cleaning feature.  Still, I have taken the roller out for deeper cleaning and it was easy to remove and reinstall. All the technical specs they advertise seem accurate: charging time, use time. Easy to set up right out of the box. Easy to understand user manual. It gets under furniture - AT LEAST the first 6 inches if not more depending on the ground clearance, etc. I have never had a power mop before, so nothing to compare it to besides the sponge mop. But they have lived up to their reputation and advertising as far as I am concerned.

  
","5.0 out of 5 stars","1","May 31, 2021","1","28"
"







  
  
    Thorough first time using it review, not bias, and would recommend with kids/dogs!
  
","









  
  
    
  Good: It tells you when it's still dirty, shows red- even when you can't see it and the light turns to blue when it's clean! It does a great job cleaning, moves itself, and is light weight. It also has a strainer so the dog hair and yuck will seperate from the dirty water when dumping down the sink drain 👍Bad: I ran it (100% charged) in the dining room and when I was almost done it was dead, I had to charge it again to finish. I'd rather it have a plug in option. It doesn't get into small crannies, I wish it had an attachment. It goe a small piece of dog food stuck into it and I didn't notice, so the roller stopped rolling and sucking up and water flooded my floor. If your tiles aren't exactly flat (whose laid tiles are?) It will miss spots. I also wish it had a larger tank for both cleaning water and dirty water- I had to refill about 4x on my dining room alone- granted I did do the max power that way it would get it really clean the first time using it. This may have contributed to the battery power not being so great as well.Ultimately I would recommend purchasing this, especially with kids & dogs! I feel like its reassuring that I'm getting my floors cleaned and I'm not having to scrub super hard to do so or carry buckets of water back and forth. I am (surprisingly) excited for that next little milk spill I usually freak out over because I think for instances like this it will be fantastic! I hated spending this much on a mop, but I do love how clean it got my floors! 😁🤗This was my first time using it, so I don't know about durability or longtivity of this. Or even about cleaning the machine/filters/rollers!

  
","4.0 out of 5 stars","1","March 5, 2021",NA,"28"
"







  
  
    4 Months in and Still Love
  
","









  
  
    
  Pros: lightweight, powerful, self propelled, well made and nice looking. I have 3 kids and 2 cats.Mopping my floors can be backbreaking but not with this! It’s actually fun to use. Do not buy this to use forspot cleaning or everyday. This is like a 1/2 times a week process. This doesn’t replace my broom or handheld vacuum but it does replace my hardwood mop and it does get my floors really clean without any residue or buildup. The fluffy head thing picks up all the dust and cat hair really well and even stuck on spaghetti sauce.Cons: cleaning the tank and the filter can be tedious but necessary and I’m done in 60 seconds. It won’t pick up a lot of stuff in the corners so I have to sweep first.I had to manage my expectations with this and accept that this is not so much a vacuum as it is just a really nice and easy to use mop. It’s not something I would use everyday either. After using it for a couple months I don’t regret this purchase at all. I love it and my kids like to use it too vs an old fashioned mop so that’s a nice bonus.

  
","5.0 out of 5 stars","1","June 12, 2021",NA,"28"
"







  
  
    I think mine was defective.
  
","









  
  
    
  I think I got a defective one. The charging base would just say that it was charging all day and all night and not actually charge the mop. I had high hopes for this. I couldn’t get in touch with tineco about it so I returned it.

  
","1.0 out of 5 stars","1","October 28, 2020","6","28"
"







  
  
    Love it!
  
","









  
  
    
  I waited a few months before this review so that i could give the best opinion. My neighbor recommended this and I love it! Easy to use, easy to clean, works great and uses very little water and cleaning solution. I have 3 kids and two dogs and my floors have never been cleaner. I can clean my whole house on one charge and only filling it up once. Im able to clean the kitchen, walk in pantry, hallway, bathroom and living room. I have a good size house. Its not as loud as a regular vacuum either so I can even do my floors while the kids sleep AND the sound dont scare the dogs. Definitely recommend this vacuum to everyone and people who might have trouble doing tasks around the house. My elderly mother is disabled and this is easy for her and my 7yo to use as well.

  
","5.0 out of 5 stars","1","October 14, 2021","1","28"
"







  
  
    Great buy
  
","









  
  
    
  Absolutely a life changing machine, I have to compare it to my corded Hoover, great machine BUT the cord drove me crazy and it is very noisy , Hoover does have cordless but much more expensive.So this is what I love in this machine1- it is a great weight  it feels like a well made machine, it is made out of all plastic even the filter.( rinse and done )2 you will feel the power and it does have two speeds so if you need  a little extra work.3 - the machine puts out the water and it is just enough to wash the floor but it will dry very quickly.4 - so easy to clean that it is ridiculous press 1 button and walk away then empty the little bin .5- the machine is very quite and very easy to use .In all honesty it is a great buy

  
","5.0 out of 5 stars","1","December 17, 2020","1","28"
"







  
  
    Worked great!
  
","









  
  
    
  I’ve only used it once but so far I’m happy and impressed! Between sweeping and mopping, it was an hour long exhausting chore to clean floors. This cut it down to half an hour with a lot less effort on my part. I have a back injury so mopping wasn’t easy, this glides itself along and is much better on the lower back. Our floors get so dusty so I was tempted to give something like this a try. We have a pretty big house with hard floors and were able to get it all done right when the battery ran out. That included moving moving couches, chairs, rugs, etc.. We cleaned under everything and did four bathrooms and the amount of dust and dirt it picked up was a night and day difference than my broom and mop! And that was on eco mode, have not tried max yet. I read that the battery lasts longer with eco. I’ve never had a swifter and bristle crosswave so I cannot compare brands but I’m very happy with this. It’s easy to use and clean after you read on how to do it the first time. And no water streaks! So happy about that! We got the $299 version.

  
","5.0 out of 5 stars","1","June 3, 2021",NA,"28"
"







  
  
    Love it!!!
  
","









  
  
    
  We have LVT through out the whole house. This does an amazing job keeping our floors clean! It is easy to clean, works well, gets so much grim and junk off the floor its amazing. Would definitely gift it to family and friends.

  
","5.0 out of 5 stars","1","July 8, 2021",NA,"207"
"







  
  
    Great for LVP floors
  
","









  
  
    
  Cleans Luxury Vinyl Plank floors with ease.  The self cleaning and recharge makes it convenient and ready to go in a flash.

  
","5.0 out of 5 stars","1","August 28, 2020",NA,"207"
"







  
  
    I love the cordless!  Light weight it’s perfect
  
","









  
  
    
  My tile floors

  
","5.0 out of 5 stars","1","August 3, 2021",NA,"207"
"







  
  
    Better than Bissell but…
  
","









  
  
    
  NOT as good as Hizero

  
","4.0 out of 5 stars","1","August 4, 2021",NA,"207"
"







  
  
    Just Buy It!!!
  
","









  
  
    
  This is the absolute best cleaning device I have ever bought! My floors are amazingly clean!

  
","5.0 out of 5 stars","1","February 26, 2021",NA,"207"
"







  
  
    Highly recommended time saver
  
","









  
  
    
  Excellent machine so far!

  
","5.0 out of 5 stars","1","July 15, 2021",NA,"207"
"







  
  
    Pricey but worth it
  
","









  
  
    
  The best thing I’ve ever owned! It’s definitely worth the money! It saves Me SO Much time and energy! Makes my hard wood floors look amazingly clean and shiny!

  
","5.0 out of 5 stars","1","June 5, 2021",NA,"207"
"







  
  
    Awesome vacuum!
  
","









  
  
    
  Love this vacuum! It cleans so well and doesn’t leave residue. I am using it daily!

  
","5.0 out of 5 stars","1","February 18, 2021",NA,"207"
"







  
  
    Love love love
  
","









  
  
    
  Amazing!! I don’t know how I went so long without one!!! Worth every penny and even talked to my step mom about it and she ordered one.

  
","5.0 out of 5 stars","1","April 9, 2021",NA,"207"
"







  
  
    This product cut your housework in half .
  
","









  
  
    
  I brought it for my Daughter . Her house has hardscaoe thought out the down stairs . This make cleaning easy  with the suction picking up all debris while the roller is mopping all dirty messes . We love it !

  
","5.0 out of 5 stars","1","January 3, 2022",NA,"207"
"







  
  
    Not good with pet hair
  
","









  
  
    
  Did not suck up pet hair. The hair would gather around the brush and the machine would randomly spit out big balls of fur. The machine puts out water automatically, so you have no control over how much water is used. I don’t feel the machine sucked well, it left my floors very wet. Due to this my floors ended up streaked. I do not feel this machine is worth the high price.

  
","1.0 out of 5 stars","1","February 27, 2021","1","86"
"







  
  
    Pet home Game Changer!!!
  
","









  
  
    
  This is one of the best purchases I have ever made! I have an open concept with lots of laminate wood floor and this VacMop is a game changer. I have dogs and cats and it makes my floors spotless. Suction power is amazing. I spilt some water and it sucked it up like a dream! Fast, convenient and easy to use. You will not regret buying it.

  
","5.0 out of 5 stars","1","July 27, 2021",NA,"86"
"







  
  
    AMAZING
  
","









  
  
    
  Absolutely love it! Works better than the Bissel Crosswave and it gets all the way to my baseboards when cleaning. The ONLY downfall (and it’s me wanting it all lol) is I have one area rug and I wish I could change the function to just vacuum when I reach it. But for my hardwoods and kitchen, it’s INSANE how well it cleans!

  
","5.0 out of 5 stars","1","March 1, 2021","1","86"
"







  
  
    Disappointed.
  
","









  
  
    
  Heard amazing things about this thing. But in short.. it’s a lazy mans way of doing a terrible mop job. Honestly, id rather get on my hands and knees and clean my wood floors, then let this filthy spinning sponge wet my floor and spin around in circles. It doesn’t clean corners or edges, and leaves streakes. I’m so disappointed.

  
","3.0 out of 5 stars","1","September 17, 2021",NA,"86"
"







  
  
    1000% Worth It. Buy it!
  
","









  
  
    
  Be weary of resellers!! Wait until in stock at $399.99!!!! I was a little weary with the price but let me tell you it’s worth every. single. penny. I attached a picture my floors where I cleaned and where I didn’t. This was ONE pass. It has no issue with dog hair and has great suction to dry water quickly. It is great for deep cleaning, my floors FEEL clean! My back doesn’t hurt from trying to mop. The self cleaning feature is nice, but it does have a few parts that need to be manually cleaned and dried every so often, but WELL worth it considering the trade off of mopping... the cleaning solution is not that expensive and you use such a small amount, the bottle should last for at least 50 tanks.

  
","5.0 out of 5 stars","1","January 24, 2021",NA,"86"
"







  
  
    Life changer!
  
","









  
  
    
  After reading many reviews, I took the leap and spent the money--so glad I did! It works perfectly on my ceramic tile and wood laminate floors. Incredibly easy to use and more importantly, easy to clean. I've used the Bissell version and not only did it not clean as well and left tracks on the floors, the need to disassemble completely after each use made it cumbersome so I didn't want to use it as often. This product changed my housekeeping life--just do it!

  
","5.0 out of 5 stars","1","September 11, 2021","1","86"
"







  
  
    Started good, ended bad.
  
","









  
  
    
  Loved this product when we got it, it worked so well with our four dogs and hardwood floors. In less than a year of having it, it started leaking water all over the floor and would give us an error. Called the company, had it shipped to their warehouse and fixed. They sent us back a completely different (not new) machine that was disgustingly dirty! It had rust in different spots, it had dirt and debris on the roller, in the dirty water tank, etc. Within a month of having his “fixed” machine. We start having the same issue. Called the company and they will only “fix” this issue.

  
","3.0 out of 5 stars","1","March 18, 2022","1","86"
"







  
  
    What a Smart Wet Dry Vacuum Cleaner!!!!
  
","









  
  
    
  Whoever created this wet dry vacuum cleaner is a genius!!!!I never thought I would love a vacuum cleaner before but this one is so easy to use, so easy to clean and so smart. Even though I only used it for a week, I already fell in love with this vacuum.I just hope it works great for a long time and maybe in the future they have a male voice to choose.:-)

  
","5.0 out of 5 stars","1","July 21, 2021",NA,"86"
"







  
  
    It’s soooo easy and light compared to my corded vacuum.
  
","









  
  
    
  I love so many things about this vacuum/mop! I have an all tile house and I love only having to make one pass with one machine. It picks up well, mops well, and cleaning it is, so far, pretty easy and quick. I have two long haired cats and it keeps up with the fur tumbleweeds quite well.

  
","5.0 out of 5 stars","1","January 17, 2022",NA,"86"
"







  
  
    I actually mop my floors daily!
  
","









  
  
    
  Maybe not daily.... but couple times a week. It's easy to set up and use. The deconstruction of the dirty side isn't too time consuming. It also mops up spills...  like when the preschooler tries to water fake flowers from the bathroom sink and leave the faucet running to overflow and puddles on the hardwood floor! I can run it over small short rugs for a freshen up! And the self clean is a dream.

  
","5.0 out of 5 stars","1","September 13, 2021",NA,"86"
"







  
  
    Our floors have never been cleaner!
  
","









  
  
    
  This has been a serious game changer at our house. It is so easy to use. Getting it ready takes no time at all and really is as easy as adding water. The self clean function works spectacularly, better than what I could do on my own. It cleans really well, I have no complaints!

  
","5.0 out of 5 stars","1","January 6, 2022",NA,"184"
"







  
  
    Floor cleaner
  
","









  
  
    
  Great product, but would have liked to have larger capacity tank for the detergent

  
","4.0 out of 5 stars","1","May 12, 2021",NA,"184"
"







  
  
    New would work out of the box and no at tech support
  
","









  
  
    
  followed everything to the letter turn the unit  on its said i had a dirty water tank or a clogged pipe and i never used it the vacuum motor was not even working again no response from the tech support

  
","1.0 out of 5 stars","1","January 21, 2021","1","184"
"







  
    me dejo bien linpio el pi so  mas es liviana.
  
  
","









  
    
  me agrado/ me linpio muy bien ,mi piso de loza,.

  
  
","5.0 out of 5 stars","1","October 31, 2021",NA,"184"
"







  
  
    Purrrfect for a pet filled home
  
","









  
  
    
  Would love if this was able to be just suction and could be used on carpets too.It makes me life 10x’s easier. We have 3 dogs and 8 cats and keeping up on hair and dirt is not an easy task. Our entire house is tile so I was sweeping/vacuuming and then going back to mop. It took forever. Not anymore!! Absolutely no regrets buying this.

  
","5.0 out of 5 stars","1","March 20, 2021",NA,"184"
"







  
  
    Great product
  
","









  
  
    
  I use this for my hardwood and tile floors.  Love that is doesn't leave streaks, cleans well, lightweight and easy to use

  
","5.0 out of 5 stars","1","February 7, 2022",NA,"184"
"







  
  
    Game changer!!
  
","









  
  
    
  I have a bad back so I use to dread sweeping and mopping! This vacuum/mop is amazing! I can get my floors done in no time at all and they come out cleaner than before! This item is absolutely worth every penny!

  
","5.0 out of 5 stars","1","October 24, 2020",NA,"184"
"







  
  
    Works Well
  
","









  
  
    
  I enjoy this product because it makes mopping more enjoyable. I vacuum the floor first, and then go over with the mop. Still amazing how much dirt it gets of the floors. I would recommend to anyone who has hardwood or tile throughout their house.

  
","5.0 out of 5 stars","1","October 17, 2020",NA,"184"
"







  
  
    GET IT!
  
","









  
  
    
  HOW DID I EVER LIVE WITHOUT!???? If you do not own one of these, i feel bad for you. 10/10 recommend.

  
","5.0 out of 5 stars","1","March 22, 2021",NA,"184"
"







  
  
    Best Customer Care!
  
","









  
  
    
  This company is like no other. Not only is their product amazing on tile floors and get up dirt after a sweep and mop but they stand behind their product. A year after I bought this is stopped working and they shipped me a new one after troubleshooting to help fix the machine. I’m impressed with their customer care and obsessed with cleaning my floors!

  
","5.0 out of 5 stars","1","April 3, 2021",NA,"184"
"







  
  
    Never worked
  
","









  
  
    
  I have never left a 1 star review before.  I have charged this for a solid week, and can’t get it to power on.  Just get a message to place on the charging base.

  
","1.0 out of 5 stars","1","July 9, 2021",NA,"237"
"







  
  
    Cleans great in half the time
  
","









  
  
    
  I’ve only been able to use my Tineco one time bc we left for FL right after Christmas, but I really loved it.  Can’t wait to use it again, it was so quick & easy to use.  It will save so much time cleaning my house & that means a lot.

  
","5.0 out of 5 stars","1","January 5, 2021",NA,"237"
"







  
  
    So Far So Good
  
","









  
  
    
  So far it is better than the corded Bissel we are replacing.

  
","4.0 out of 5 stars","1","December 26, 2021",NA,"237"
"







  
  
    Beautiful working machine!
  
","









  
  
    
  Best floor cleaner ever!!!

  
","5.0 out of 5 stars","1","May 1, 2021",NA,"237"
"







  
  
    Ease of use
  
","









  
  
    
  Love it, love it, love it. Easy to maneuver and does a great job. Easy to take apart and clean.

  
","5.0 out of 5 stars","1","December 1, 2020",NA,"237"
"







  
  
    Wish it was better with laminate
  
","









  
  
    
  Wish it was better with laminate. The more it's used, seems like it spits out way more water and cleaner which with time begins to damage laminate flooring.

  
","3.0 out of 5 stars","1","April 6, 2021",NA,"237"
"







  
  
    Highly Recommend you buy this!
  
","









  
  
    
  I absolutely love this sweep, vacuum, mopping machine!Works amazingly🤗 it’s a must have in your home!

  
","5.0 out of 5 stars","1","May 31, 2021",NA,"237"
"







  
  
    Great time saver
  
","









  
  
    
  Absolutely love the features and ease of use of this  vacuum for wood and tile floors-great time saver.

  
","5.0 out of 5 stars","1","May 8, 2021",NA,"237"
"







  
  
    Best purchase
  
","









  
  
    
  Most amazing product I have ever purchased!  My floors look amazing a mop does no justice to this machine!

  
","5.0 out of 5 stars","1","July 25, 2021",NA,"237"
"







  
  
    Vacuum and a mop!!!!
  
","









  
  
    
  This saves so much time!  No more sweeping and then mopping!!

  
","5.0 out of 5 stars","1","August 11, 2021",NA,"237"
"







  
  
    Love it
  
","









  
  
    
  Makes my life easier.  Hate clean the floors but this makes it easier and almost fun.

  
","5.0 out of 5 stars","1","August 16, 2021",NA,"171"
"







  
  
    We love it!
  
","









  
  
    
  I am super picky about streaks but this has just been amazing for our wood look tile. Leaves no streaks at all as long as you don't use too much cleaner in it. Use half a bottle cap instead of an entire one! The self clean is amazing.

  
","5.0 out of 5 stars","1","February 25, 2021",NA,"171"
"







  
  
    Great product
  
","









  
  
    
  Works great Lena floor very good no issues yet.

  
","5.0 out of 5 stars","1","January 29, 2022",NA,"171"
"







  
  
    Life Changer!!!
  
","









  
  
    
  This just changed my life! I was skeptical but decided to try it since a friend told me how well it works. It vacuumed up all of the dog hair and cleaned at the same time. Amazing!!!! And I love the self cleaning.

  
","5.0 out of 5 stars","1","March 11, 2021",NA,"171"
"







  
  
    Cleans amazingly
  
","









  
  
    
  This product has upped my cleaning game by a ton. The water tank is a little small and the battery is not very powerful and dies pretty quickly. However this fairly light vacuum has suction and cleaning unmatched.

  
","4.0 out of 5 stars","1","August 5, 2021",NA,"171"
"







  
  
    AMAZING
  
","









  
  
    
  I have grout and HATE cleaning it with a passion. I hold this on the grout lines and let it sit for a bit, clean. I make sure to use hot water when I use it. Best purchase ever!

  
","5.0 out of 5 stars","1","March 1, 2021",NA,"171"
"







  
  
    IF YOU HAVE HARDWOOD FLOORS THIS IS A MUST
  
","









  
  
    
  It’s definitely worth the hype . I got this mainly because I have a inside dog that sheds. Nomatter how much I mopped and sweeper and vacuumed my hard wood floors I could never get all the hair up . This is literally a game changer. I’m very impressed

  
","5.0 out of 5 stars","1","December 15, 2020",NA,"171"
"







  
  
    Best vacuum for the cleanest floors ever
  
","









  
  
    
  Leaves the floor spotless. When you thought your floors were clean, this will make you seem like you have been cleaning wrong all these years.

  
","5.0 out of 5 stars","1","December 20, 2021",NA,"171"
"







  
  
    AMAZING!
  
","









  
  
    
  Two things you should know....First, I am a clean freak and second I never write feedback.  But....when I first used my Tineco on what I thought were pretty clean floors and the water came back BLACK, I knew I had to write this review.  Usually, to sweep and mop (twice) my hardwood floors takes me just over an hour.  With my Tineco, it took me less than 25 minutes and my floors are so much cleaner.  As a busy working mom of four, this is a game changer.Kristen B

  
","5.0 out of 5 stars","1","October 19, 2020",NA,"171"
"







  
  
    This is a must have for hard floors!
  
","









  
  
    
  This is the answer to all my stress with cleaning my LVP flooring! This is a MUST have! I can’t believe the dog hair (have a Labrador) it picks up even after I sweep for hair first. My floors look amazing after they’re cleaned. No streaks either. No more vacuuming & mopping, this is the do it all in one! You will not be disappointed.

  
","5.0 out of 5 stars","1","July 27, 2021",NA,"171"
"







  
  
    Wish I bought it sooner
  
","









  
  
    
  Love

  
","5.0 out of 5 stars","1","February 12, 2022",NA,"226"
"







  
  
    Love it
  
","









  
  
    
  MY ALL TIME FAVORITE THING! It works so well on my floors, I’ve never even had to put it in max mode it puts and cleans things so easily. I have two dogs and a toddler so you can imagine the messes in my home. Not a problem for this thing

  
","5.0 out of 5 stars","1","April 9, 2021",NA,"226"
"







  
  
    Water dumps out on the floor. Do not recommend.
  
","









  
  
    
  Literally pours out water everywhere. Does a horrible job. I bought the Bissell version and it’s so much better!

  
","2.0 out of 5 stars","1","April 27, 2021",NA,"226"
"







  
  
    Ease in maneuvering and ease in cleanup
  
","









  
  
    
  I must say this is the first time I’ve ever fell in love with a vacuum cleaner. It’s the next best thing after slice bread! The size and the lightweight ness are the best features, and of course, the ease in cleaning the parts afterwards. It’s a winner.

  
","5.0 out of 5 stars","1","October 10, 2020",NA,"226"
"







  
  
    It picks up good
  
","









  
  
    
  I love it would of never thought my floors was so dirty until i used this

  
","5.0 out of 5 stars","1","July 29, 2021",NA,"226"
"







  
  
    Why didn’t I have this sooner
  
","









  
  
    
  Once you have this you will never worry about moping again.  If you’re on the fence, just buy it. Easy to clean and load

  
","5.0 out of 5 stars","1","October 30, 2021",NA,"226"
"







  
  
    Love it!!!
  
","









  
  
    
  I can’t even begin to explain how this thing has changed my life lol we have 3 small kids and this thing has been a miracle worker on our dirty floors!! Not to mention it came within 2 days!!! I highly recommend this to anyone!!!

  
","5.0 out of 5 stars","1","March 14, 2021",NA,"226"
"







  
  
    Ok
  
","









  
  
    
  Just stopped working

  
","1.0 out of 5 stars","1","November 18, 2021","1","226"
"







  
  
    Love it!
  
","









  
  
    
  Great product! Absolutely Love my tineco Ifloor3. Easy to use and very convenient. I love how clean my floors are now.

  
","5.0 out of 5 stars","1","December 9, 2020",NA,"226"
"







  
  
    Absolutely love it!
  
","









  
  
    
  Great addition to my cleaning artillery with a new puppy

  
","5.0 out of 5 stars","1","December 19, 2021",NA,"226"
"







  
  
    Never would power up.
  
","









  
  
    
  Would not turn on. Spoke to support. Could not get it to work

  
","1.0 out of 5 stars","1","December 23, 2021",NA,"169"
